text,intent,tags
chuyến bay nào bay từ quy nhơn đến sài_gòn vào buổi chiều,flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day
tôi muốn tìm một chuyến bay giữa đà_lạt và thành_phố vinh,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
chuyến bay rẻ nhất để đi khứ_hồi từ cà_mau đến thành_phố hồ_chí_minh,flight,O O B-cost_relative I-cost_relative O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
cho tôi xem tất_cả các hãng hàng_không,airline,O O O O O O O
có chuyến bay nào rời khỏi hà_nội vào khoảng 3 giờ và hạ_cánh ở huế không,flight,O O O O O O B-fromloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O B-toloc.city_name O
những chuyến bay nào còn trống chỗ giữa buôn_ma_thuột và đà_nẵng vào ngày mười một tháng tám,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
hạn_chế ap 57 có nghĩa là gì,restriction,O B-restriction_code I-restriction_code O O O O
các chuyến bay từ quy nhơn đến hà_nội,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi xem các chuyến bay rời hà_nội vào sáng thứ tư và đến huế,flight,O O O O O O O B-fromloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O B-toloc.city_name
"vào ngày 23 tháng 7 , tất_cả các chuyến bay của hãng hàng_không jetstar từ thành_phố vinh đến thành_phố hồ_chí_minh",flight,O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
"tôi muốn bay từ hà_nội đến tokyo rồi đến texas , bạn có_thể tìm cho tôi chuyến bay rẻ nhất được không",flight,O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O O O O O O O O B-cost_relative I-cost_relative O O
giá vé khứ_hồi rẻ nhất giữa hà_nội và lisbon là bao_nhiêu,airfare,O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O O
các chuyến bay không dừng từ thành_phố hà_nội đến cam_ranh vào chủ_nhật,flight,O O O B-flight_stop I-flight_stop O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-arrive_date.day_name
cho tôi xem tất_cả các chuyến bay từ côn_đảo và phú_quốc khởi_hành sau giữa trưa hạ_cánh sau 5 giờ chiều và là chuyến bay không dừng,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O B-flight_stop I-flight_stop
cho tôi biết tất_cả các chuyến bay hàng ngày giữa cà_mau và tuy_hoà,flight,O O O O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name
tìm cho tôi một chuyến bay từ hà_nội đến thành_phố hồ_chí_minh nối chuyến ở huế,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name
giá bao_nhiêu để bay từ cần_thơ đến hà_nội trên các chuyến bay của hãng hàng_không jetstar pacific,airfare,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-airline_name I-airline_name I-airline_name I-airline_name
tôi muốn bay từ hà_nội đến huế vào sáng sớm,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_time.period_mod
liệt_kê giúp tôi tất_cả các chuyến bay từ phú_quốc đến hạ_long trở về vào khoảng 7 giờ tối,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
tôi cần danh_sách các chuyến bay từ thành_phố đồng_hới quảng_bình đến rạch_giá kiên_giang,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name
tôi muốn một chuyến bay từ thanh_hoá đến huế vào thứ ba,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
cho tôi biết các hãng hàng_không có chuyến bay từ huế đến thành_phố hồ_chí_minh,airline,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
có những chuyến bay nào còn chỗ từ hà_nội đến huế,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
bạn có chuyến bay nào giữa buôn_ma_thuột và hạ_long không,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O
tôi muốn đến đà_nẵng vào khoảng 6 giờ chiều và tôi sẽ đi từ côn_đảo,flight,O O O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O O O O O B-fromloc.city_name
cho tôi những chuyến bay còn trống từ đà_nẵng đến đà_lạt có giá vé hạng phổ_thông,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-economy I-economy
cho tôi chuyến bay một_chiều đắt nhất từ đà_nẵng đến cà_mau,flight,O O O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
giá vé khứ_hồi từ đà_nẵng đến thành_phố vinh dưới 3 triệu đồng,airfare,O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-cost_relative B-fare_amount I-fare_amount I-fare_amount
hãng hàng_không nào bay từ seoul đến đà_nẵng và có điểm dừng chân ở hà_nội,airline,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-stoploc.city_name
giá vé hạng hai từ phú_quốc đến đà_nẵng vào đêm thứ tư là bao_nhiêu,airfare,O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O
bạn có_thể cho tôi biết vj là viết tắt của từ nào được không,abbreviation,O O O O O B-airline_code O O O O O O O O
bạn có_thể cho tôi một chuyến bay giữa buôn_ma_thuột và thành_phố vinh được không,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O
cho tôi biết các chuyến bay từ hải_phòng đến quy nhơn,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi có_thể có danh_sách tất_cả các chuyến bay vào thứ năm từ đà_nẵng đến hạ_long khởi_hành sau 1 giờ chiều không,flight,O O O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O
chuyến bay muộn nhất từ pleiku đến hà_nội,flight,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ đà_nẵng đến đà_lạt vào chiều chủ_nhật,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name
vui_lòng cho tôi biết các hãng hàng_không có các chuyến bay từ buôn_ma_thuột đến hà_nội,airline,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
tôi muốn biết chuyến bay sớm nhất từ hà_nội đến thành_phố hồ_chí_minh,flight,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
liệt_kê các chuyến bay từ bangkok đến đà_lạt có trạm dừng ở hà_nội,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
cho tôi biết các chuyến bay một_chiều từ chu lai đến điện_biên_phủ khởi_hành trước 10 giờ sáng,flight,O O O O O O B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
ở huế có những phương_tiện giao_thông đường_bộ nào có_thể sử_dụng,ground_service,O B-city_name O O O O O O O O
tôi cần một chuyến bay vào thứ năm bay từ kuala lumpur đến đà_nẵng và hạ_cánh ở đà_nẵng trước 9 giờ,flight,O O O O O O B-depart_date.day_name I-depart_date.day_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
liệt_kê số_hiệu của các chuyến bay đến đà_lạt từ hà_nội trước giữa trưa,flight_no,O O O O O O O B-toloc.city_name O B-fromloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
giá vé khứ_hồi của jetstar 1291 từ thanh_hoá đến thành_phố hồ_chí_minh và quay lại là bao_nhiêu,airfare,O O B-round_trip O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip I-round_trip O O
cho tôi xem các chuyến bay từ huế đến thành_phố hồ_chí_minh,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi muốn một chuyến bay từ hà_nội đến quy nhơn chuyến bay số_hiệu 324 vào ngày 20 tháng 8,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-flight_number O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
tôi cần một chuyến bay từ buôn_ma_thuột đến hà_nội khởi_hành sau 5 giờ chiều,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
tôi muốn có danh_sách các chuyến bay từ kuala lumpur đến đà_nẵng vào ngày thứ năm đến đà_nẵng trước 10 giờ sáng,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time
jetstar có những chuyến bay nào từ đà_lạt đến huế sau 5 giờ,flight,B-airline_name O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
chuyến bay sớm nhất từ hà_nội đến venice vào ngày hai_mươi tháng tư,flight,O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
tôi muốn biết thông_tin về chuyến bay từ huế đến thành_phố hồ_chí_minh của hãng hàng_không vietnam airlines,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name I-airline_name I-airline_name
và có_thể nhắc lại cho tôi các chuyến bay từ thanh_hoá đến cam_ranh vào ngày mười_tám được không,flight,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number O O
liệt_kê các chuyến bay từ huế đến hạ_long,flight,O O O O O B-fromloc.city_name O B-toloc.city_name
có những loại phương_tiện giao_thông đường_bộ nào ở sân_bay vân_đồn,ground_service,O O O O O O O O B-airport_name I-airport_name
có hãng hàng_không nào cung_cấp dịch_vụ dc10 giữa paris và hà_nội không,airline,O O O O O O B-aircraft_code O B-fromloc.city_name O B-toloc.city_name O
tôi muốn bay từ cần_thơ đến vinh buổi sáng thứ hai từ cà_mau đến thanh_hoá buổi sáng thứ_ba và từ thanh_hoá đến cần_thơ vào buổi sáng thứ tư,flight,O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
xin liệt_kê tất_cả các chuyến bay khởi_hành từ brussels hoặc paris hoặc amsterdam và đến thành_phố hà_nội,flight,O O O O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name
những chuyến bay nào hiện còn trống ghế giữa hà_nội và buôn_ma_thuột,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi xem giá vé khứ_hồi từ huế đến thành_phố điện_biên_phủ,airfare,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
liệt_kê tất_cả các chuyến bay của hãng hàng_không jetstar từ hải_phòng đến cà_mau vào thứ tư,flight,O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
tôi cần một chuyến bay nối chuyến trên qatar airways vào ngày 5 tháng 6 từ london đến sài_gòn,flight,O O O O O B-connect I-connect O B-airline_name I-airline_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name
những hãng hàng_không nào có trong cơ_sở_dữ_liệu,airline,O O O O O O O
chuyến bay đầu_tiên từ hà_nội đến đà_lạt là chuyến bay nào,flight,O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name O O O O
"vào thứ hai , tôi muốn đi từ charlotte north carolina đến phoenix arizona , tôi muốn đến phoenix trước 4 giờ chiều",flight,O B-depart_date.day_name I-depart_date.day_name O O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name O O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time
giá vé một_chiều đi từ cần_thơ đến hà_nội vào ngày 7 tháng 11 là bao_nhiêu,airfare,O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O O
liệt_kê giúp tôi tất_cả các chuyến bay đến sân_bay quốc_tế nội bài,flight,O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name I-toloc.airport_name
vui_lòng cho tôi biết các hãng hàng_không có các chuyến bay từ dallas đến hà_nội có trạm dừng ở tokyo,airline,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
có những chuyến bay nào từ hokkaido đến đà_nẵng,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
liệt_kê cho tôi các chuyến bay từ palermo đến thành_phố hồ_chí_minh qua rome,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-stoploc.city_name
chuyến bay nào từ kuala lumpur đến đà_nẵng chở số_lượng hành_khách ít_nhất,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-mod
hãng hàng_không nào có máy_bay nhỏ nhất rời buôn_ma_thuột và đến hà_nội vào ngày 4 tháng 7,airline,O O O O O B-mod I-mod O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_number I-arrive_date.day_number B-arrive_date.month_name I-arrive_date.month_name
có chuyến bay nào cất_cánh lúc 15 giờ 05 từ buôn_ma_thuột đến hải_phòng vào ngày 20 tháng 7 năm 2020 không,flight,O O O O O O B-depart_time.time I-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year O
những chuyến bay nào đi từ buôn_ma_thuột đến huế sau 2 giờ chiều,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
jetstar có chuyến bay nào từ hà_nội đến thành_phố hồ_chí_minh dừng ở đà_nẵng không,flight,B-airline_name O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O
có những chuyến bay nào từ đà_nẵng đến pattaya,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay đến và đi từ sân_bay thọ_xuân,flight,O O O O O O O O O O B-airport_name I-airport_name
chuyến bay nào rẻ nhất từ huế đến buôn_ma_thuột vào ngày 26 tháng 7,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết tất_cả các chuyến bay từ hải_phòng đến bangkok có điểm dừng ở sài_gòn,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
vj 3724 từ đà_nẵng đến thành_phố hạ_long có giá vé là bao_nhiêu,airfare,B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O
liệt_kê ba chuyến bay sớm nhất từ hạ_long đến thành_phố vinh vào thứ tư,flight,O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
vui_lòng liệt_kê tất_cả các chuyến bay từ vinh đến hà_nội,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
"ok , cho tôi biết tất_cả các chuyến bay đến đà_nẵng",flight,O O O O O O O O O O B-toloc.city_name
cho tôi xem giá vé từ thanh_hoá đến cam_ranh,airfare,O O O O O O B-fromloc.city_name O B-toloc.city_name
tôi cần một chuyến bay từ hạ_long đến thanh_hoá của vj,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_code
xin liệt_kê tất_cả các chuyến bay của jetstar khởi_hành vào thứ hai trước giữa trưa từ huế đến côn_đảo,flight,O O O O O O O B-airline_name O O B-depart_date.day_name I-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name
bây_giờ tôi cần các chuyến bay khởi_hành từ hạ_long và đến pleiku vào sáng thứ tư,flight,O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_time.period_of_day B-arrive_date.day_name I-arrive_date.day_name
các chuyến bay từ dc đến denver,flight,O O O O B-fromloc.state_code O B-toloc.city_name
vui_lòng cho tôi bất_kỳ chuyến bay vietnam airlines nào bao_gồm các chuyến nối giữa hà_nội và thành_phố hồ_chí_minh lúc 5 giờ vào buổi chiều,flight,O O O O O O B-airline_name I-airline_name O O O B-connect I-connect O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time I-depart_time.time O B-depart_time.period_of_day I-depart_time.period_of_day
tôi muốn biết thông_tin về các chuyến bay từ đà_nẵng đến đà_lạt vào sáng sớm thứ ba,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_time.period_mod B-depart_date.day_name I-depart_date.day_name
tôi có_thể có danh_sách các số_hiệu chuyến bay từ columbus ohio đến minneapolis minnesota vào thứ hai được không,flight_no,O O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name O O
số_hiệu của các chuyến bay từ côn_đảo đến cam_ranh vào ngày 26 tháng sáu,flight_no,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
tôi cần một chuyến bay từ vinh đến huế,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay của hãng hàng_không jetstar từ cà_mau đến hải_phòng vào thứ_bảy và chủ_nhật,flight,O O O O O O O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name
cho tôi biết các chuyến bay từ đà_nẵng đến đà_lạt,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
tìm cho tôi chuyến bay sớm nhất từ hà_nội đến huế có phục_vụ bữa sáng,flight,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O O B-meal_description I-meal_description
cho tôi biết các chuyến bay từ huế đến côn_đảo và đến vào sáng sớm,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.period_of_day B-arrive_time.period_mod
cho tôi biết tất_cả các chuyến khứ_hồi bay từ hạ_long đến đà_lạt dưới 4 triệu đồng,flight,O O O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount I-fare_amount
tôi muốn bay một chuyến bay khứ_hồi từ hà_nội đến thành_phố hồ_chí_minh và trở về,flight,O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O
chuyến bay nào đi từ hà_nội đến tuy_hoà khởi_hành vào sáng thứ hai,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
dl 838 dừng ở điểm nào từ thành_phố hồ_chí_minh đến toronto,flight,B-airline_code B-flight_number B-flight_stop O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi xem tất_cả các chuyến bay từ hà_nội đến huế và sẽ đến huế vào trước giữa trưa thứ tư,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name I-arrive_date.day_name
tôi muốn chuyến bay đầu_tiên từ huế đến phú_quốc vào thứ_sáu tới,flight,O O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_date.date_relative
chuyến bay nào rẻ nhất từ hà_nội đến thành_phố hồ_chí_minh,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
các chuyến bay và giá vé tương_ứng từ huế đến cần_thơ,airfare#flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
có dịch_vụ xe limousine nào ở tuy_hoà,ground_service,O O B-transport_type I-transport_type O O B-city_name
tôi muốn đi từ hà_nội đến huế vào tối ngày thứ 7 vào khoảng 9 giờ,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name I-depart_date.day_name O O B-depart_time.time I-depart_time.time
tôi muốn một chuyến bay từ hải_phòng đến tuy_hoà khởi_hành vào buổi chiều thứ ba,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
bây_giờ tôi muốn có lịch_trình cho các chuyến bay vào sáng thứ ba từ cần_thơ à không từ đà_lạt đến hạ_long,flight_time,O O O O B-flight_time O O O O O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O O O B-fromloc.city_name O B-toloc.city_name
mã giá vé f có nghĩa là gì,abbreviation,O O O B-fare_basis_code O O O O
liệt_kê cho tôi tất_cả các hãng hàng_không có chuyến bay đến sân_bay quốc_tế đà_nẵng,airline,O O O O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name
cho tôi biết các chuyến bay từ thành_phố hồ_chí_minh đến hạ_long,flight,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
tìm cho tôi chuyến bay sớm nhất từ hạ_long đến seoul,flight,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name
cho tôi xem giá vé đắt nhất,airfare,O O O O O B-cost_relative I-cost_relative
vui_lòng liệt_kê tất_cả các chuyến bay trong ngày thứ ba từ đà_lạt đến hạ_long,flight,O O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
có hãng hàng_không nào có chuyến bay từ hà_nội dc và đà_lạt không,airline,O O O O O O O O B-fromloc.city_name B-fromloc.state_code O B-fromloc.city_name O
tôi muốn một chuyến bay từ thành_phố rạch_giá đến tuy_hoà và đến tuy_hoà vào cuối buổi chiều,flight,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.period_mod B-arrive_time.period_of_day I-arrive_time.period_of_day
tất_cả các chuyến bay từ pleiku đến huế vào các ngày thứ tư,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name I-depart_date.day_name
mã giá vé h nghĩa_là gì,abbreviation,O O O B-fare_basis_code O O
tôi có_thể có danh_sách các chuyến bay từ côn_đảo đến cam_ranh khánh_hoà vào thứ ba không,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name O
cho tôi biết tất_cả các chuyến bay giữa thành_phố hồ_chí_minh và thành_phố vinh trong ngày 15 tháng 9,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết các chuyến bay từ huế đến hà_nội vào thứ năm,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name
vui_lòng liệt_kê các chuyến bay từ hải_phòng đến đà_nẵng,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name
tôi đang đi đến florence từ milan,flight,O O O O B-fromloc.city_name O B-toloc.city_name
tôi sẽ bay loại máy_bay nào nếu tôi đặt chuyến bay hạng nhất của hãng hàng_không jetstar từ thành_phố vinh đến đà_lạt,aircraft,O O O O O O O O O O O B-class_type I-class_type O B-airline_name I-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
bạn có chuyến bay nào từ hà_nội đến pisa không,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O
hạn_chế ap57 có nghĩa là gì,restriction,O B-restriction_code O O O O
vui_lòng liệt_kê các chuyến bay vietnam airlines giữa hà_nội và huế khởi_hành lúc 9 giờ sáng,flight,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time I-depart_time.time I-depart_time.time
sân_bay cách trung_tâm thành_phố buôn_ma_thuột bao_xa,distance,O O O B-fromloc.city_name I-fromloc.city_name O
cho tôi biết các chuyến bay buổi tối từ pleiku đến hạ_long,flight,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ sài_gòn đến đồng_hới,flight,O O O O B-fromloc.city_name O B-toloc.city_name
giao_thông đường_bộ từ sân_bay ở hà_nội đến trung_tâm thành_phố hà_nội,ground_service,O O O O O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name
vietnam airlines có chuyến bay giữa hà_nội và stockholm không,flight,B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O
liệt_kê cho tôi các chuyến bay khứ_hồi từ hải_phòng đến đồng_hới,flight,O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ buôn_ma_thuột đến thanh_hoá,flight,O O O O B-fromloc.city_name O B-toloc.city_name
vietnam airlines có bay từ hà_nội đến zurich không,flight,B-airline_name I-airline_name O O O B-fromloc.city_name O B-toloc.city_name O
còn các chuyến bay từ đà_lạt đến hạ_long vào sáng thứ tư thì sao,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name O O
ewr là gì,abbreviation,B-airport_code O O
cho tôi giá vé từ hạ_long đến đà_nẵng,airfare,O O O O O B-fromloc.city_name O B-toloc.city_name
tìm cho tôi một chuyến bay từ hạ_long đến đà_nẵng,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
giá vé cho các chuyến bay từ huế đến hạ_long là bao_nhiêu,airfare,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O
cung_cấp cho tôi biết các chuyến bay và giá vé vào ngày 27 tháng 12 từ hạ_long đến tuy_hoà,airfare#flight,O O O O O O O O O O O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-fromloc.city_name O B-toloc.city_name
hiển_thị cho tôi biết tất_cả giá của các chuyến bay từ đà_nẵng đến đà_lạt,airfare,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
cho tôi xem các từ viết tắt của các hãng hàng_không,abbreviation,O O O O O O O O O O O
